3 4 5 4
0 2 0 2
1 1 1 2
1 8 9 17
0 2 0 2
0 1 0 1
0 1 0 1
3 7 3 7
0 1 0 1
0 1 0 1
5 3 2 3
0 2 0 2
0 2 0 2
0 4 0 4
0 1 0 1
2 5 1 5
2 91 197 231
1 1 1 2
1 2 1 2
0 2 0 2
0 3 0 3
0 1 0 1
0 3 0 3
1 1 1 1
0 1 0 1
1 17 20 33
0 8 0 8
0 3 0 3
0 2 0 2
3 3 2 4
1 1 2 3
8 6 4 7
1 3 1 4
0 4 0 4
1 1 1 2
0 2 0 2
0 1 0 1
6 6 5 6
0 3 0 3
0 2 0 2
1 1 2 3
0 2 0 2
1 1 1 1
0 1 0 1
1 4 3 4
2 4 1 5
3 108 180 231
0 1 0 1
0 1 0 1
2 11 6 11
2 1 3 4
0 1 0 1
1 4 19 23
1 205 83 231
4 13 6 13
2 4 5 4
1 4 1 4
0 3 0 3
1 6 2 8
0 4 0 4
0 6 0 6
1 3 1 3
1 2 2 4
0 1 0 1
2 30 14 43
2 2 4 3
1 5 2 7
1 3 5 8
1 12 5 17
3 4 1 4
2 142 146 231
1 3 1 3
0 1 0 1
2 3 2 4
2 2 4 2
0 2 0 2
1 2 1 3
1 2 1 2
2 6 3 6
0 2 0 2
1 25 12 33
0 3 0 3
0 2 0 2
0 3 0 3
0 1 0 1
1 1 1 2
0 1 0 1
0 1 0 1
1 220 68 231
1 2 1 3
0 2 0 2
1 2 1 3
1 4 1 4
2 5 3 5
1 12 1 13
2 3 2 3
2 7 3 7
2 54 34 54
0 2 0 2
0 1 0 1
1 3 2 5
1 9 12 21
0 1 0 1
0 4 0 4
1 2 1 2
1 2 1 3
0 2 0 2
0 1 0 1
2 4 4 4
1 198 90 231
1 1 2 2
0 2 0 2
0 3 0 3
2 5 2 5
0 3 0 3
0 1 0 1
0 3 0 3
2 11 11 11
0 2 0 2
1 20 17 33
0 1 0 1
1 21 16 33
0 4 0 4
3 180 108 231
0 2 0 2
1 2 1 3
1 6 3 9
1 2 2 4
0 1 0 1
2 1 1 2
0 5 0 5
1 7 3 7
0 2 0 2
1 1 2 3
2 4 5 5
1 1 1 2
0 2 0 2
1 6 3 6
1 10 24 34
0 1 0 1
1 20 14 34
1 4 1 4
1 20 268 231
0 1 0 1
2 4 2 5
0 1 0 1
3 24 264 231
1 1 1 2
0 3 0 3
1 2 1 2
1 6 282 231
0 1 0 1
0 1 0 1
0 4 0 4
0 4 0 4
1 3 1 3
0 4 0 4
1 3 2 5
1 13 10 23
0 2 0 2
2 3 1 3
6 11 5 11
0 1 0 1
0 2 0 2
0 2 0 2
0 3 0 3
1 3 1 4
1 2 5 3
6 10 7 10
0 2 0 2
0 2 0 2
1 1 1 2
4 12 4 12
1 2 1 2
0 1 0 1
1 1 1 2
6 9 4 9
0 3 0 3
1 1 1 2
0 3 0 3
0 2 0 2
0 1 0 1
1 211 77 231
0 1 0 1
1 33 11 43
2 216 39 217
2 57 231 231
0 3 0 3
0 2 0 2
0 5 0 5
1 2 1 2
3 19 7 19
0 2 0 2
2 176 112 231
0 3 0 3
0 2 0 2
0 2 0 2
3 2 2 2
2 1 2 3
0 1 0 1
0 23 0 23
0 3 0 3
0 2 0 2
0 3 0 3
0 3 0 3
2 4 1 4
0 1 0 1
0 1 0 1
0 4 0 4
2 173 115 231
1 4 4 4
1 106 182 231
1 1 1 2
1 3 1 3
3 6 5 6
0 1 0 1
0 1 0 1
0 1 0 1
1 4 1 4
0 1 0 1
0 1 0 1
2 229 59 231
0 1 0 1
0 3 0 3
1 4 2 5
0 1 0 1
1 1 1 2
3 3 1 3
1 9 5 11
1 2 1 2
4 12 9 12
0 2 0 2
1 23 11 34
0 3 0 3
0 3 0 3
0 1 0 1
0 2 0 2
1 120 168 231
0 3 0 3
1 1 1 1
0 3 0 3
1 5 1 5
4 131 157 231
3 42 18 43
0 1 0 1
3 15 8 15
1 9 6 15
1 117 171 231
0 3 0 3
0 3 0 3
2 3 1 3
0 3 0 3
1 4 1 4
0 1 0 1
3 3 1 3
1 6 1 7
0 2 0 2
0 2 0 2
0 1 0 1
0 2 0 2
2 5 2 5
2 63 225 231
1 6 3 9
1 1 2 2
0 1 0 1
0 2 0 2
2 2 2 2
1 1 1 1
1 1 1 2
0 1 0 1
1 7 14 21
4 6 8 6
0 2 0 2
4 29 11 29
3 5 2 5
1 3 1 4
0 4 0 4
1 1 1 1
3 26 24 26
2 6 1 6
0 1 0 1
1 2 2 4
0 2 0 2
4 22 266 231
1 3 20 23
0 3 0 3
1 7 16 23
5 34 8 34
0 3 0 3
0 3 0 3
0 1 0 1
0 2 0 2
0 2 0 2
2 129 37 130
1 1 1 2
1 9 2 11
0 2 0 2
1 2 2 3
0 3 0 3
1 5 4 9
2 226 62 231
1 2 1 3
2 1 2 2
2 2 4 3
1 8 15 23
0 1 0 1
0 1 0 1
3 200 88 231
2 9 7 9
1 8 26 34
1 12 11 23
0 1 0 1
1 6 28 34
0 1 0 1
1 17 17 34
1 1 1 2
1 1 1 2
0 3 0 3
3 22 16 22
1 3 11 13
0 1 0 1
2 1 1 1
0 1 0 1
0 1 0 1
0 1 0 1
1 1 8 3
3 6 4 6
0 2 0 2
0 1 0 1
0 3 0 3
1 10 10 20
0 3 0 3
2 214 74 231
1 107 181 231
0 1 0 1
3 8 3 8
1 2 1 3
2 35 9 35
0 2 0 2
1 3 1 3
1 2 16 17
1 2 1 2
0 1 0 1
0 2 0 2
1 1 3 3
0 3 0 3
1 1 2 3
1 1 1 2
0 2 0 2
4 8 4 8
1 1 1 2
0 1 0 1
1 2 1 3
0 1 0 1
0 3 0 3
3 1 2 2
2 1 1 2
0 1 0 1
0 1 0 1
4 14 6 14
0 2 0 2
0 2 0 2
1 2 2 2
0 1 0 1
0 2 0 2
1 1 2 3
1 2 1 2
0 2 0 2
0 1 0 1
0 1 0 1
2 157 131 231
0 1 0 1
1 3 1 3
1 2 1 3
2 11 4 11
0 3 0 3
1 3 1 4
2 3 1 4
0 2 0 2
1 3 5 3
1 4 1 4
0 2 0 2
1 3 1 4
2 1 2 3
2 2 3 3
2 7 4 9
0 2 0 2
4 11 277 231
0 6 0 6
1 2 1 3
0 1 0 1
1 1 1 1
2 2 3 3
3 4 2 5
2 1 2 2
3 98 190 231
0 2 0 2
0 3 0 3
0 2 0 2
1 2 1 3
0 5 0 5
2 3 4 7
0 1 0 1
0 3 0 3
1 2 1 3
0 3 0 3
0 4 0 4
2 1 3 3
0 3 0 3
0 2 0 2
0 2 0 2
0 1 0 1
1 3 3 3
3 1 2 2
0 2 0 2
0 4 0 4
1 1 2 2
3 5 3 5
1 3 4 4
1 12 8 20
1 29 2 31
1 25 20 25
2 5 1 5
1 1 1 2
1 3 1 3
0 4 0 4
1 2 1 2
0 2 0 2
0 1 0 1
0 1 0 1
2 94 194 231
2 7 3 7
2 2 2 2
1 1 1 2
0 3 0 3
0 4 0 4
0 2 0 2
4 5 2 5
0 4 0 4
0 2 0 2
3 5 3 5
2 7 3 7
0 1 0 1
1 1 1 2
0 1 0 1
2 3 1 3
3 3 2 3
0 2 0 2
1 5 3 5
0 4 0 4
1 3 2 4
3 42 1 42
1 7 10 17
0 43 0 43
2 10 9 10
2 222 66 231
2 76 212 231
0 3 0 3
1 1 1 1
0 2 0 2
3 86 202 231
0 1 0 1
1 2 4 2
2 4 3 4
4 167 121 231
0 1 0 1
0 3 0 3
0 12 0 12
1 2 1 3
0 2 0 2
0 1 0 1
1 18 1 19
0 3 0 3
0 2 0 2
0 1 0 1
0 2 0 2
1 1 2 3
3 32 9 32
1 3 2 3
1 1 1 2
1 1 1 2
1 2 13 15
1 2 1 3
1 10 1 11
0 3 0 3
0 1 0 1
1 2 3 5
1 3 1 3
3 1 1 2
3 36 17 36
1 11 8 17
0 2 0 2
1 16 21 33
0 3 0 3
0 2 0 2
0 2 0 2
2 3 3 3
0 2 0 2
1 3 2 5
2 10 4 11
0 4 0 4
1 1 1 2
0 3 0 3
1 3 4 7
3 3 4 4
3 2 5 3
1 6 9 8
1 1 1 1
0 2 0 2
3 2 2 3
2 2 32 34
1 1 1 2
0 1 0 1
4 61 18 61
1 2 1 3
4 13 5 13
0 3 0 3
1 2 5 2
0 3 0 3
0 2 0 2
6 12 6 12
4 40 248 231
0 1 0 1
0 2 0 2
0 3 0 3
0 2 0 2
3 8 4 8
0 2 0 2
0 3 0 3
0 4 0 4
5 37 251 231
0 1 0 1
0 2 0 2
0 2 0 2
0 1 0 1
0 1 0 1
0 1 0 1
1 5 16 21
2 6 5 11
3 5 4 5
0 2 0 2
1 97 191 231
0 2 0 2
2 6 2 6
1 2 1 2
0 4 0 4
1 26 8 34
0 7 0 7
0 2 0 2
0 2 0 2
0 7 0 7
0 4 0 4
0 3 0 3
3 6 5 6
2 3 2 3
2 1 4 3
0 2 0 2
0 3 0 3
2 3 1 3
1 1 2 2
3 44 13 44
0 33 0 33
1 2 1 2
1 1 1 2
3 1 3 2
0 3 0 3
0 2 0 2
0 2 0 2
4 2 4 2
0 1 0 1
1 2 1 2
2 4 1 5
0 2 0 2
1 4 1 4
0 1 0 1
3 4 3 4
0 3 0 3
2 1 2 3
4 26 9 26
2 184 104 231
5 78 210 231
1 3 1 3
1 3 1 4
0 2 0 2
1 1 1 1
0 1 0 1
0 1 0 1
2 1 2 3
0 1 0 1
0 2 0 2
0 4 0 4
5 11 9 11
1 4 6 6
0 3 0 3
0 1 0 1
0 1 0 1
1 6 3 9
0 2 0 2
0 3 0 3
1 9 11 20
0 1 0 1
0 3 0 3
0 1 0 1
0 4 0 4
1 2 1 3
2 6 2 6
0 2 0 2
0 2 0 2
2 2 3 3
0 3 0 3
1 1 2 3
1 1 1 1
0 2 0 2
0 2 0 2
1 2 1 2
1 4 1 4
0 3 0 3
2 1 3 2
0 3 0 3
2 5 1 5
2 2 2 3
1 1 3 3
0 2 0 2
2 11 5 11
0 1 0 1
0 3 0 3
1 1 2 3
1 7 2 7
2 7 2 7
0 3 0 3
0 3 0 3
0 7 0 7
0 1 0 1
5 11 6 11
1 1 1 1
0 2 0 2
2 5 3 6
0 2 0 2
0 4 0 4
3 28 16 28
0 2 0 2
2 1 2 2
0 2 0 2
0 2 0 2
0 1 0 1
1 4 3 4
3 5 8 5
0 4 0 4
1 2 1 3
0 1 0 1
0 2 0 2
1 3 1 4
0 1 0 1
3 111 177 231
0 1 0 1
7 22 5 22
2 10 4 10
0 3 0 3
0 1 0 1
0 1 0 1
0 4 0 4
0 1 0 1
1 3 1 3
0 2 0 2
1 5 2 7
0 4 0 4
2 11 3 11
1 2 1 2
3 17 6 17
0 2 0 2
3 5 2 6
3 2 2 2
0 1 0 1
0 1 0 1
0 1 0 1
0 2 0 2
2 6 8 6
0 2 0 2
0 2 0 2
2 1 1 2
1 3 1 3
0 3 0 3
0 3 0 3
2 4 4 4
2 43 245 231
1 9 8 9
0 3 0 3
1 136 152 231
2 2 6 8
2 153 135 231
0 3 0 3
1 2 2 4
0 2 0 2
3 187 101 231
0 2 0 2
1 3 2 3
0 2 0 2
0 6 0 6
0 1 0 1
3 6 2 6
3 8 7 8
0 2 0 2
0 6 0 6
0 8 0 8
0 1 0 1
0 2 0 2
0 1 0 1
0 4 0 4
1 2 1 3
3 126 162 231
0 4 0 4
1 3 1 4
1 2 1 3
1 4 3 4
0 3 0 3
0 2 0 2
2 32 12 43
1 1 4 3
0 1 0 1
0 1 0 1
1 1 3 4
1 158 130 231
0 3 0 3
1 19 15 34
0 2 0 2
2 28 260 231
0 1 0 1
0 3 0 3
3 24 19 24
3 2 2 2
0 6 0 6
0 2 0 2
0 13 0 13
0 2 0 2
0 5 0 5
0 1 0 1
0 4 0 4
4 6 5 6
1 23 14 33
0 3 0 3
1 6 2 6
2 3 1 3
0 2 0 2
0 1 0 1
1 6 15 21
1 10 13 23
0 1 0 1
3 165 29 165
1 8 6 11
2 6 1 6
3 1 2 2
1 1 1 2
1 4 2 4
2 5 1 5
0 1 0 1
1 15 19 34
1 4 1 4
1 8 7 8
3 23 8 23
1 6 5 7
4 1 2 1
1 3 3 3
1 203 52 217
1 1 1 2
5 5 4 5
1 22 12 34
0 1 0 1
1 4 1 5
1 2 1 3
0 3 0 3
1 2 1 3
1 2 1 3
0 5 0 5
1 7 13 20
2 1 1 2
0 4 0 4
2 8 5 8
2 19 23 23
3 4 284 231
1 5 3 8
1 1 2 3
0 3 0 3
0 1 0 1
0 1 0 1
0 3 0 3
0 2 0 2
2 1 3 3
0 1 0 1
1 2 1 3
3 1 3 3
0 3 0 3
3 1 6 7
3 29 259 231
0 1 0 1
0 3 0 3
0 3 0 3
1 8 6 14
0 3 0 3
3 5 3 5
0 1 0 1
3 6 5 6
0 2 0 2
0 1 0 1
0 3 0 3
0 2 0 2
1 45 243 231
3 3 2 3
0 2 0 2
0 2 0 2
1 2 2 4
1 2 1 3
2 2 3 3
1 2 1 2
3 14 13 14
1 4 1 5
0 2 0 2
0 1 0 1
1 34 10 43
0 1 0 1
0 1 0 1
2 4 4 4
1 10 12 11
1 1 2 3
1 1 2 3
1 1 1 2
0 2 0 2
0 2 0 2
0 34 0 34
2 1 2 1
1 1 2 2
1 4 3 4
1 4 13 17
0 1 0 1
1 3 1 4
0 4 0 4
0 2 0 2
1 5 6 11
0 3 0 3
0 1 0 1
0 4 0 4
0 1 0 1
1 2 1 3
4 140 148 231
2 4 3 4
1 1 1 2
1 1 3 4
2 165 123 231
0 4 0 4
2 53 235 231
2 1 1 2
0 1 0 1
2 4 13 14
0 2 0 2
0 3 0 3
3 6 6 6
1 2 1 3
0 1 0 1
0 2 0 2
1 2 1 3
1 3 1 3
3 4 6 6
1 3 3 6
2 3 2 3
0 1 0 1
1 3 1 3
0 3 0 3
1 2 1 3
5 6 1 6
0 2 0 2
1 3 2 3
0 3 0 3
0 2 0 2
0 1 0 1
0 2 0 2
1 5 18 23
1 2 4 2
0 1 0 1
0 2 0 2
0 5 0 5
3 13 4 13
0 2 0 2
3 150 138 231
4 5 3 5
1 12 25 33
1 5 2 5
0 1 0 1
0 3 0 3
2 4 2 4
1 1 1 2
1 2 1 3
2 127 161 231
4 6 6 6
0 1 0 1
0 1 0 1
6 59 11 59
0 1 0 1
1 3 3 6
2 10 3 10
0 4 0 4
7 19 6 19
2 5 2 5
1 11 9 20
7 33 10 33
0 2 0 2
0 2 0 2
4 102 186 231
2 29 30 33
2 1 2 3
1 11 4 15
1 2 2 2
0 4 0 4
0 1 0 1
3 76 14 76
2 5 3 5
1 5 1 5
0 3 0 3
0 3 0 3
6 182 106 231
1 1 2 2
0 2 0 2
0 2 0 2
0 4 0 4
1 5 2 7
1 5 29 34
3 8 5 8
1 5 5 6
3 1 1 2
3 4 2 4
0 1 0 1
1 7 4 7
0 2 0 2
1 2 1 2
0 3 0 3
1 2 1 2
0 1 0 1
0 2 0 2
0 2 0 2
0 2 0 2
3 17 11 17
4 10 7 10
1 13 24 33
1 1 1 2
3 3 4 3
0 2 0 2
2 30 34 34
6 26 262 231
0 1 0 1
4 100 188 231
0 2 0 2
1 4 4 8
1 11 6 17
1 4 16 20
0 6 0 6
1 3 2 5
0 3 0 3
3 201 87 231
1 1 1 2
0 1 0 1
2 2 2 3
2 4 1 4
1 3 1 4
1 2 1 2
1 1 5 2
2 2 1 2
2 155 133 231
1 7 3 7
0 2 0 2
0 1 0 1
1 1 1 1
1 1 1 2
1 2 2 4
3 4 2 4
1 2 1 3
1 1 1 1
3 16 10 16
1 1 1 1
0 5 0 5
3 14 6 14
1 13 10 13
1 3 1 3
1 78 22 78
0 2 0 2
3 124 164 231
0 4 0 4
0 1 0 1
0 2 0 2
1 4 1 4
0 1 0 1
4 13 15 13
0 2 0 2
1 1 2 3
0 8 0 8
0 3 0 3
1 1 1 2
2 24 7 24
1 2 1 3
0 5 0 5
1 1 1 1
0 11 0 11
1 2 1 2
1 3 1 3
1 3 3 3
3 50 35 50
1 1 1 2
1 3 3 3
2 3 3 3
2 5 3 5
0 3 0 3
0 2 0 2
1 6 8 14
1 3 2 3
0 1 0 1
1 3 1 3
4 1 2 2
0 2 0 2
0 1 0 1
0 4 0 4
0 2 0 2
0 1 0 1
1 2 2 2
0 3 0 3
1 1 1 2
0 1 0 1
1 2 1 2
0 2 0 2
0 3 0 3
0 3 0 3
0 2 0 2
1 3 1 3
0 6 0 6
0 1 0 1
5 11 9 11
1 5 10 11
2 3 1 3
0 17 0 17
1 2 1 3
3 2 2 2
0 1 0 1
0 2 0 2
0 3 0 3
0 1 0 1
2 3 3 6
4 8 10 8
1 6 6 6
0 2 0 2
4 8 8 8
0 1 0 1
1 3 1 4
1 2 1 3
1 8 3 11
0 3 0 3
0 1 0 1
2 2 1 3
0 2 0 2
0 4 0 4
1 2 1 2
1 4 1 4
2 4 3 4
1 1 1 2
0 1 0 1
0 2 0 2
1 2 2 2
1 21 13 34
1 1 2 3
0 1 0 1
0 2 0 2
0 2 0 2
3 172 116 231
1 2 2 4
0 1 0 1
4 11 1 11
0 1 0 1
0 2 0 2
3 3 3 5
0 2 0 2
1 228 60 231
0 2 0 2
0 2 0 2
1 1 2 2
2 5 8 5
0 4 0 4
1 9 2 11
1 4 1 4
0 1 0 1
1 11 5 11
3 4 1 5
1 3 4 4
0 3 0 3
0 3 0 3
0 2 0 2
3 99 189 231
0 1 0 1
2 5 1 6
0 2 0 2
0 1 0 1
1 1 2 2
1 1 2 3
6 16 9 16
1 6 2 8
1 1 1 1
1 4 1 4
6 5 4 5
0 1 0 1
0 2 0 2
1 3 5 4
0 2 0 2
1 4 4 7
0 2 0 2
1 31 2 33
0 2 0 2
0 3 0 3
1 2 1 3
0 2 0 2
2 2 1 2
3 96 192 231
2 4 2 4
2 3 3 3
0 1 0 1
2 1 2 3
1 3 4 3
1 1 1 1
2 8 13 11
0 2 0 2
4 9 5 9
2 3 1 3
2 2 3 3
2 4 8 4
0 4 0 4
0 1 0 1
0 1 0 1
0 2 0 2
1 2 1 2
0 1 0 1
1 36 8 43
0 3 0 3
6 78 12 78
0 1 0 1
0 1 0 1
1 2 1 2
0 1 0 1
0 1 0 1
1 207 81 231
0 1 0 1
0 4 0 4
0 1 0 1
1 1 1 1
0 4 0 4
2 41 247 231
0 3 0 3
1 11 3 14
1 5 9 14
0 1 0 1
1 3 8 11
1 4 1 5
1 2 2 2
4 7 5 7
4 47 10 47
2 1 3 2
0 2 0 2
2 4 1 4
2 6 5 7
0 3 0 3
0 1 0 1
0 1 0 1
0 2 0 2
1 7 2 9
0 2 0 2
5 56 232 231
0 2 0 2
1 2 1 3
0 4 0 4
0 2 0 2
0 1 0 1
0 1 0 1
0 1 0 1
2 6 3 6
0 3 0 3
0 1 0 1
5 48 25 48
0 3 0 3
1 2 1 2
0 5 0 5
1 4 10 14
1 1 1 2
1 2 1 3
0 2 0 2
6 69 12 69
2 3 3 3
1 2 21 23
1 3 1 3
2 1 6 3
0 1 0 1
0 1 0 1
1 2 1 3
0 2 0 2
0 2 0 2
1 7 1 7
4 6 3 6
1 2 1 2
1 28 3 31
0 1 0 1
1 1 1 2
1 6 2 6
2 1 2 2
0 1 0 1
0 1 0 1
0 4 0 4
2 7 3 7
0 1 0 1
1 2 1 3
0 2 0 2
0 2 0 2
2 4 17 20
1 1 1 2
0 2 0 2
0 3 0 3
0 2 0 2
0 1 0 1
2 1 1 1
2 7 4 7
1 25 9 34
1 7 8 8
0 1 0 1
4 5 4 5
2 4 4 4
1 1 2 3
4 16 14 16
1 75 213 231
0 2 0 2
0 2 0 2
0 1 0 1
0 1 0 1
0 4 0 4
1 1 1 2
2 8 5 8
0 1 0 1
0 2 0 2
2 4 3 4
8 23 265 231
1 3 1 3
0 1 0 1
4 10 2 10
4 7 4 7
1 1 1 2
2 1 1 2
1 7 14 11
1 3 2 3
2 3 1 3
1 3 1 3
1 14 23 33
2 3 1 3
4 83 205 231
0 2 0 2
0 2 0 2
1 1 1 1
1 13 1 14
0 2 0 2
1 7 3 7
1 3 1 3
0 4 0 4
4 159 41 162
1 2 1 2
0 1 0 1
1 2 2 3
1 7 8 15
1 2 1 3
0 2 0 2
1 117 28 121
3 10 5 10
7 17 4 17
3 3 2 3
1 1 1 2
0 1 0 1
2 29 8 33
0 3 0 3
1 82 206 231
0 1 0 1
1 5 1 6
0 1 0 1
0 1 0 1
3 8 2 8
0 2 0 2
0 2 0 2
0 1 0 1
1 4 4 4
2 5 5 5
1 194 94 231
0 1 0 1
0 2 0 2
1 4 1 4
1 2 1 3
2 2 1 3
0 1 0 1
0 2 0 2
0 1 0 1
0 3 0 3
0 1 0 1
0 1 0 1
0 2 0 2
0 4 0 4
0 1 0 1
1 4 2 4
1 2 4 3
0 5 0 5
0 2 0 2
5 8 3 8
1 5 1 5
3 110 178 231
1 3 4 4
2 1 3 3
4 22 8 22
1 177 111 231
0 1 0 1
1 12 3 15
1 128 160 231
0 4 0 4
0 1 0 1
0 2 0 2
0 1 0 1
0 1 0 1
1 199 89 231
2 162 126 231
3 19 7 19
0 1 0 1
0 1 0 1
2 2 2 3
0 2 0 2
3 4 2 4
3 145 143 231
2 1 2 3
1 9 29 33
1 2 1 3
0 1 0 1
0 1 0 1
0 3 0 3
1 5 1 5
4 10 5 10
0 4 0 4
1 1 1 1
1 1 2 3
0 2 0 2
2 5 3 5
1 1 1 2
1 225 63 231
1 2 1 3
1 1 1 2
0 3 0 3
1 1 1 1
0 1 0 1
5 4 1 4
2 4 2 6
0 2 0 2
1 1 2 2
0 1 0 1
1 4 7 4
1 14 6 20
0 1 0 1
1 215 73 231
1 5 2 5
0 1 0 1
0 1 0 1
1 2 2 4
0 2 0 2
0 2 0 2
0 3 0 3
0 2 0 2
0 1 0 1
2 6 7 7
1 3 2 3
1 5 3 5
0 4 0 4
1 3 1 4
0 1 0 1
1 5 2 5
1 168 120 231
1 4 3 4
3 4 3 4
3 1 2 3
1 1 1 2
2 4 7 4
1 2 1 2
1 5 1 5
0 2 0 2
2 8 4 8
0 3 0 3
1 3 1 4
0 2 0 2
0 2 0 2
3 65 223 231
2 1 3 3
4 9 7 9
1 36 252 231
0 1 0 1
0 6 0 6
3 129 159 231
0 2 0 2
3 171 117 231
1 2 1 3
0 2 0 2
0 4 0 4
0 2 0 2
0 2 0 2
0 2 0 2
1 227 61 231
0 3 0 3
0 1 0 1
2 137 151 231
2 3 2 3
1 1 2 3
0 2 0 2
0 1 0 1
2 6 3 6
0 1 0 1
0 2 0 2
0 2 0 2
0 3 0 3
1 1 2 2
1 2 1 2
0 2 0 2
1 1 4 3
0 3 0 3
1 7 2 9
3 14 7 14
1 185 103 231
2 2 2 3
3 3 4 3
0 2 0 2
0 2 0 2
4 164 124 231
0 1 0 1
0 1 0 1
0 1 0 1
1 4 5 4
0 2 0 2
2 4 4 6
1 1 1 2
2 14 9 17
0 1 0 1
3 3 1 3
0 2 0 2
1 2 1 3
0 1 0 1
2 2 1 2
2 2 4 3
0 6 0 6
1 2 1 2
3 4 4 4
1 10 2 11
1 1 1 1
2 217 38 217
3 13 4 13
0 1 0 1
1 1 1 2
1 3 1 3
0 3 0 3
1 2 2 4
0 1 0 1
0 3 0 3
2 3 3 5
3 2 1 3
1 8 2 8
1 1 2 3
2 9 6 9
0 4 0 4
